Restaurant,cleaned_text
Chili's 1 Utama,portion big taste ok
Chili's 1 Utama,nice place meet friend top scrumptios nacho salsa sauce
Chili's 1 Utama,great ambience service
Chili's 1 Utama,great experience despite full house near end dinner rush hour closing staff probably exhausted food came perfectly cooked picture perfect presentation service excellent
Chili's 1 Utama,salad fresh fruit salad canned fruit
Chili's 1 Utama,good service good food great place dine
Chili's 1 Utama,cozy place friendly waiter love mexican food try however concern halal certificate place offer pork lard careful choosing drink need look alcohol free drink reminder others fine
Chili's 1 Utama,food good service bad kid wear free
Chili's 1 Utama,still one better one around ooo classic old timer burger yummmmmeh
Chili's 1 Utama,manager rana really rude attentive least get hostess friendly good customer service paying customer think treated manner sort manpower manager rana really rude attentive least get hostess friendly good customer service paying customer think treated manner sort manpower dine outlet drink ordered filled upto half glass totally unacceptable chilli tomato sauce bottle nearly empty
Chili's 1 Utama,good looking nice western food price point abit expensive similar chilli malaysia
Chili's 1 Utama,lunch sunday waiting time bearable food quality gone notch service okay visiting place
Chili's 1 Utama,delicious food attentive staff overall great put effort cleanliness though
Chili's 1 Utama,food portion huge could shared type mexican food option available vegetarian mostly contain lot mushroom causal dining place
Chili's 1 Utama,yhe best chili town
Chili's 1 Utama,could give star would upon entry serve u normal menu give option lunch set menu know asked gave u option could give star would upon entry serve u normal menu give option lunch set menu know asked gave u option food price increased portion decreased know set lunch come small next thing malay colleague legit reason fasting got kicked place go jail due respect rule apply still disagree logic already make peace thinking definitely supposed fast seriously taking away people right eat fasting reason even reason completely based faith coercion would topic quesadilla felt like taco crispier cracker supposed slightly soft inside tortilla skin almost empty slice chicken pathetic might well put black bean side salty tasted one bite friend fry clearly frozen stale dryer face usually even picky fry eater short bad food expensive bad experience used place look save fancy occasion never return
Chili's 1 Utama,absolutely enjoyed food staff really friendly however boyfriend enjoy food cream burger sour
Chili's 1 Utama,overall nice place steak friendly staff somehow service could consistent offered served sometimes dine purpose payment every occasion answer given dependent current foot traffic
Chili's 1 Utama,chili ou always bring back memory shop always maintained old one utama vibe inside feel comfy food always exceptional
Chili's 1 Utama,staff great smile show face like temper
Chili's 1 Utama,chili best place come wine dine food spread nice also voluminous food one eaten two people
Chili's 1 Utama,ordered skillet choc chip cookie thru grabfood word disappointed portion way smaller hv restaurant standardized
Chili's 1 Utama,probably second best chilli town mid valley
Chili's 1 Utama,everything fine maybe worker tired welcoming
Chili's 1 Utama,place quite cosy staff friendly obliging sadly reservation peak time might wait minute food good wait long every main course kid get eat free normally serve kid first good
Chili's 1 Utama,awesome food nice ambiance love highly recommended
Chili's 1 Utama,nice restaurant certified halal jakim
Chili's 1 Utama,bad good burger stuffed burger
Chili's 1 Utama,friendly staff good food found pizza kid menu consistent braches made crispier overall ok
Chili's 1 Utama,beautiful food really love grilled lamb desert die truly friendly staff
Chili's 1 Utama,food one interesting although portion huge meant sharing big group unless famished think one person finish one plate anything food differ much food one interesting although portion huge meant sharing big group unless famished think one person finish one plate anything food differ much taste personal opinion get tired time half done suggest share portion nothing special pricey restaurant normal drink could cost rm rating star could find better food different area affordable
Chili's 1 Utama,place super packed time love food choice expensive think kid eat free every main atmosphere really rustic homely feel matter dining place super packed time love food choice expensive think kid eat free every main atmosphere really rustic homely feel matter dining got table accommodate manager server pleasant obliging love accepts debit cash
Chili's 1 Utama,classic magaritas chicken nacho pax disappoint pre lunch drink snack lunch next door vietnamese restaurant
Chili's 1 Utama,poor customer service made u wait hour apology idea
Chili's 1 Utama,dinner grandchild nice food
Chili's 1 Utama,first time trying mexican food surprise tasted good ordered main course free kid meal portion huge shared among desk food tasted delicious although first time trying mexican food surprise tasted good ordered main course free kid meal portion huge shared among desk food tasted delicious although chicken little bit sour salty fajitas quesadilla fantastic well seasoned buffalo wing quite salty waiter attentive overall pleasant meal mall
Chili's 1 Utama,food super bad ordered grilled beef rib tasted horrible meat super dry kind funny taste charged buck refillable fruit juice flavour tasteless watery food super bad ordered grilled beef rib tasted horrible meat super dry kind funny taste charged buck refillable fruit juice flavour tasteless watery mocktails also bland waiter ignores u call pretty hard get attention order refill ask bill etc
Chili's 1 Utama,food ok staff friendly nacho free flow good option
Chili's 1 Utama,favorite place eat chili due many people compared klcc also mv favorite place eat chili due many people compared klcc also mv good servicemy favorite menu always crispy honey chipotle chicken crispers
Chili's 1 Utama,staff extremely knowledgeable make great recommendation
Chili's 1 Utama,must try chocolate lava cake
Chili's 1 Utama,chili really good restaurant waiter waitress actively trying satisfy always asking want drink etc
Chili's 1 Utama,big portion food taste also fresh nice chicken meat really marinated well thing perfect first time fasting month hopefully waitress advise customer seat big portion food taste also fresh nice chicken meat really marinated well thing perfect first time fasting month hopefully waitress advise customer seat available time onwards instead walk fro time within half hour ask queue daily go eat sure crowd foresee improvement
Chili's 1 Utama,longer taste like u mex u version mexican food ordered fajitas taco longer taste like u mex u version mexican food ordered fajitas tacofajitas chili sauce instead salsa mayo instead sour creamtaco extra spicy salsa instead normal salsa chinese red bean soup instead black bean rice taco became roti canaiif like u mex food visit hate u mex food love spicy malaysian chinese food place
Chili's 1 Utama,nothing foreign worker front end floor serving understand basic customer service annoying food wise consistent
Chili's 1 Utama,menu good variety consistent steak
Chili's 1 Utama,good portion sharing unlimited nacho chit chat never end
Chili's 1 Utama,visit restaurant night pm feel temperature arising centralise aircond switch
Chili's 1 Utama,popular western restaurant kl serf great food affordable price
Chili's 1 Utama,food okay good remember pre covid day service slow leave table get waiter attention someone take order bill etc
Chili's 1 Utama,deliciously heaven sent gourmet western restaurant lively crew fast service pleasant surrounding around family friend eatery recommended come dine
Chili's 1 Utama,good food environment music also
Chili's 1 Utama,service level poor crew inflexible order friendly chilli used
Chili's 1 Utama,food nice free set meal kid clean pleasant environment overall im satisfied
Chili's 1 Utama,lunch family always pleasant stop taste something mexican never failed deliver favourite chicken mushroom wrap gracias amigo
Chili's 1 Utama,good environment good food
Chili's 1 Utama,serf pizza well burger serving size reasonable portion quite nice place relax seat outside restaurant look movie goer outside waiting respective screen open ordered cheese burger find taste exactly like big mac identity taste
Table9,love carbonara sauce
Table9,great service environment
Table9,delicious food absolutely friendly staff definitely recommend restaurant brunch hidden gem kl
Table9,unassuming restaurant middle fancy cafe restaurant bangsar would give place effort many vegetarian option food wise flavorful unpretentious service pretty good well good meal
Table9,cream fettuccine nice love
Table9,yummy pasta veryy accomdative vegan
Table9,comfy decor nice service decent variety food
Table9,worst place italian food white sauce pasta ordered horrible tasteless smelling bad also hospitality mark
Table9,ambiance decoration quite nice however food average funghi pasta cooked tasteless rm per plate fried chicken better however case putting cream sauce cover rather bland main course coffee also average without punch
Table9,good food good service pizza rustic style expertly made
Table9,kimchi risotto super nice
Table9,maybe covid thing many people around nice second visit
Table9,love beef bolognese must try
Table9,looked forward dinning disappoint everything appetizer main course desert wonderful actually reasonable figured
Table9,loved chi cheese good selection food dessert
Table9,service great food bit miss
Table9,live ambiance food
Table9,canceled order hour accepted order said preparing
Table9,coffee strong latte good ambience get try food return coffee
Table9,lot variety mostly korean fusion korean food best japchae korean chicken wing
Table9,went friend dinner salmon unique taste tangerine quite sweet smoked salmon salad honey lime dressing hit spot appetizer sphagetti pesto sauce nice went friend dinner salmon unique taste tangerine quite sweet smoked salmon salad honey lime dressing hit spot appetizer sphagetti pesto sauce nice chef accommodate chicken breast sphagetti overall taste bud definitely pampered uniqueness variety menu worth trying
Table9,enjoyed food friendly staff impressed arrangement kid toy colouring tool special cartoon screening daughter thumb way table
Table9,nice ambiance good food
Table9,nice fondant silky smooth bingsu
Table9,recommend place even best starred dish well par left much desired come risk
Table9,great service decor disappointing food texture shrimp pesto pasta great pesto sauce lacked flavor seasoning made entire dish rather bland besides two decent sized great service decor disappointing food texture shrimp pesto pasta great pesto sauce lacked flavor seasoning made entire dish rather bland besides two decent sized shrimp baked eggplant tasted fresh really nothing special shout gula melaka pandan mille crepe worth trying
Table9,great place dinner
Table9,good ambiance
Table9,second time food nice nice ambience staff friendly
Table9,really good food beautiful atmosphere
Table9,heavy dinner tonight table worth food left awe bursting flavour italian food twist korean inspiration heavy dinner tonight table worth food left awe bursting flavour italian food twist korean inspiration table picante seafood pasta secret recipe spicy cream sauce spectacular cheesy little spicy touch rich creamy way like mandu gangjeong deep fried gyoza mandu korean sweet spicy sauce deliciously good leave wanting
Table9,food good staff service standard better ie bit rough place food table passing food across table
Table9,apple cinnamon formaggio nice big breakfast nice plain korean style italian
Table9,korean western day breakfast coffee fusion bingsu ordered mushroom brocolli pasta cream chicken schnitzel korean western day breakfast coffee fusion bingsu ordered mushroom brocolli pasta cream chicken schnitzel swapped sauce chicken schnitzel pasta sauce bland pasta would winner sure drink coffee dalgona extra sweet caution ice mocha legit good vibe picture friendly influencer sure price really affordable quality food despite worker foreigner highly recommended try korean fusion next
Table9,awesome ambience friendly patron definitely drop
Table9,food nice service good waited almost minute food served ordered earlier table got served last
Table9,sure cafe underrated crowd usual food totally good like hidden gem telawi area many choice reasonable price nice ambience recommended definitely come
Table9,tasty food tried new food menu popeye pizza thai pasta delicious maybe trying thai pasta ask add extra lime juice otherwise perfect serfice excellent recommended
Table9,first idea korean fusion left perplexed yet try fusion dish lot certainty say miele e formaggio gorgonzola cheese honey pizza fabulous also mango bingsu first idea korean fusion left perplexed yet try fusion dish lot certainty say miele e formaggio gorgonzola cheese honey pizza fabulous also mango bingsu decently sized decently priced feel stuffed afterwards looking forward coming back trying dish
Table9,relaxed prefer western style food good choice
Table9,nice food good environment love seafood risoto
Table9,tasty yummy mouth watering lotus milkshake perfect place evening chill
Table9,good food ambience
Table9,interesting menu value money attentive server well
Table9,good food great environment love
Table9,tested cake pizza great definitely great place gathering family friend
Table9,place good ambiance also good
Table9,consistent food friendly staff loved spaghetti
Table9,love pasta amazing especially picante seafood pasta used everyday working bangsar bos staff lovely people
Table9,great service nice food
Table9,quite comfortable place go chill time server friendly
Table9,typical bourgeois bangsar place overpay food fantastic korean food made forget
Table9,nice food nice ambience
Table9,food big breakfast chicken quinoadrink latte long black food big breakfast chicken quinoadrink latte long blackaverage food nothing fancy nice atmosphere crowded area like brunch place area nice want place chill talk good service staff bringing warm water asked well
Table9,nice food place
Table9,great place chill work
Table9,time service really great food good environment noisy play loud music good place work well
Table9,great atmosphere attentive staff excellent service food priced bit higher end absolutely delicious worth highly recommend visit italian food lover western food fan serve great variety risotto salmon steak home made pizza
Table9,decent food cozy environment staff friendly non busy hour
Table9,pasta pizza dish pretty good best eaten hot bing su nice surprise shaved ice really smooth
Table9,mediocre bit much grease oil pizza wing
Table9,expect meet amazing place bansar maleysia husband fully satisfied think owner huge sens food dessert nice well
Table9,good place around telawi forgiven thinking similar table fit mould quite thing going remember food better expected even though ehem good place around telawi forgiven thinking similar table fit mould quite thing going remember food better expected even though ehem almost remember chicken cacciatore right value highlight dalgona latte though squid game fan drink legit thankful place open pretty late sometimes hang shot coffee gym class
Table9,fruit bingsu match
Table9,excellent food stylish place hang
Table9,nice quiet restaurant delicious coffee although contemplating go dish since almost rm slice bread topping regret turned tasty filling topping generous nice quiet restaurant delicious coffee although contemplating go dish since almost rm slice bread topping regret turned tasty filling topping generous leave satiety dangling halfway croffle taste croissant shape waffle warm crispy like croissant overall mind coming try thing menu bangsar
Table9,signature risotto really good risotto creamy cooked right love tiny pinch spice offering something interesting palate pizza eggplant alright imo wasnt mind blowing good signature risotto really good risotto creamy cooked right love tiny pinch spice offering something interesting palate pizza eggplant alright imo wasnt mind blowing good definitely come back
Table9,nice food atmosphere
Table9,nice place chill try pasta nice also chi cheese
Table9,nice place super casual awesome vibe get complimentary coffee
Table9,must garlic honey chicken wing
Table9,star food day breakfast cane untoasted bread slightly undercooked mushroom star food day breakfast cane untoasted bread slightly undercooked mushroom star service staff quick helpful
Table9,pepperoni jalapeno pizza
Table9,best selection food drink nice ambiance
Table9,table bangsar place need come food excellent service great staff friendly
Table9,nice food
Table9,good decoration quite chill drink good coffee food look alot like cheap ingredient arranged upper middle class standard charged getting good decoration quite chill drink good coffee food look alot like cheap ingredient arranged upper middle class standard charged getting staff service alright food oily well
Table9,delicious good korean italian food
Table9,great food especially aglio olio ordered price slightly average good service well
Table9,nice environment good service
Table9,lovely italian brunch cafe reasonably priced generous portion love dessert try bingsu
Table9,nice place yummy food clean toilet
Table9,nice especially risotto spicy worth try
Table9,pasta cheesy taste normally go lactose intolerant pasta cheesy taste normally go lactose intolerant told cheese unloading gas car driving back
Table9,tried risotto mushroom tomato secret recipe one could say risotto one best risotto ever
Table9,loved atmosphere cafe food bad downside found ant dish hair one dish would recommend place hygiene better
Table9,nice atmosphere nice food staff helpful ordered beef bimbimbap quite nice would definitely come
Table9,big breakfast dissapointment sunny side became fried egg even consider big breakfast
Table9,pasta nice tried creamy pasta seafood aglio olio delicious
Table9,coffee good dalgona latte coffee made strong even though latte dalgona actually korean candy instead whipped coffee still tasted nice picante seafood pasta also good coffee good dalgona latte coffee made strong even though latte dalgona actually korean candy instead whipped coffee still tasted nice picante seafood pasta also good sauce creamy spicy quite generous portion squid assorted seafood pasta downside food price really expensive service good staff hardworking place regularly sanitised
Table9,lovely place got beautiful french toast breakfast salad yammy
Table9,place serf korean fusion tried signature risotto good quinoa salad pretty delicious well dining space limited
Table9,ordered chicken jargerschnitzel probably spelled wrong good overpriced nice ambiance average coffee
Table9,cozy place good family dine
Table9,italian pizza done proper way freshest ingredient good coffee bonus oh kid enjoy little toy crayon drawing kit
Table9,nice environment hang good selection dish spaghetti aglio olio vegetable risotto tasty tomato sauce
Table9,many choice menu staff friendly food taste good
Table9,nice place dinner food good delicious friendly staff
Table9,nice food relaxing
Table9,best italian restaurant malaysia peaceful environment amazing food
Table9,food good nice superb place
Table9,great taste food deco
Table9,visited table fell love atmosphere restaurant furthermore dish nice warm could feel comfort food especially taste want enjoy homemade italian food breakfast visited table fell love atmosphere restaurant furthermore dish nice warm could feel comfort food especially taste want enjoy homemade italian food breakfast kl visit highly recommend table breakfast menu table
Table9,food drink nice rate little bit expensive surrounding nice
Table9,pretty decent place
Table9,u r looking good food skip cost
Table9,delicious food drink served
Table9,biscoff croffle taste amazing cheese matcha croffles also nice signature table seafood picante also tasted good soy garlic chicken bulgogi pizza bad also
Table9,quiet interesting menu cheap corkage quiet interesting menu cheap corkage parking nightmare bangsar
Table9,love italian food ordered four dish quinoa salad caprese salmon steak house special picante cream risotto dish came surprisingly nice first time quinoa salad love dish may find breast love italian food ordered four dish quinoa salad caprese salmon steak house special picante cream risotto dish came surprisingly nice first time quinoa salad love dish may find breast meat dry personally like risotto creamy pleasant dash spiciness wife loved salmon citrus sauce refreshing
Williams Corner,got drink almost hour system taking order keep sending order wrong table recommend poor restaurant
Williams Corner,story kl relative pull f b establishment go like going mamak store eat amazing western food checked recently although waze bit sleepy directing u surrounding estate story kl relative pull f b establishment go like going mamak store eat amazing western food checked recently although waze bit sleepy directing u surrounding estate hour share street v much fusion f b oh big sharing co gigantic portion rumored year real
Williams Corner,delicious food priced average location exceptionally generous portion good pax delicious food priced average location exceptionally generous portion good pax many time food poisoning incident
Williams Corner,chicken kiev served straight fridge put deep fryer outside hot inside frozen like tundra complained waiter replied face disbelief like cheating waited minute chicken kiev served straight fridge put deep fryer outside hot inside frozen like tundra complained waiter replied face disbelief like cheating waited minute replacement went check reply send back kitchen wait lah owe cafe money reply humane anyway food good quite big portion fish chip ordinary dory fish tartar sauce bomb waiter manner improve believe cafe would much better
Williams Corner,never go western food menu provided price unknown food cost food worth environment either way pricey
Williams Corner,dont order pasta rm overseasoned chicken meatball made flourmost valuable order fried rice chicken rmfried rice white rice cost order wisely
Williams Corner,came girlfriend eat normal dinner sat couple table clearly yet waiter recomended mix grill rib saying pax whooping rm ruined night ridiculous lah siao lah also screw came girlfriend eat normal dinner sat couple table clearly yet waiter recomended mix grill rib saying pax whooping rm ruined night ridiculous lah siao lah also screw owner put blind eye scene obvious reason menu cheat customer beware p rib taste horrible night fridge sayin
Williams Corner,going since great food menu since
Williams Corner,used big portion pricynow still big portion bit bit pricy
Williams Corner,cny eve feb menu provided walk shop discover food preparation area bad dirty cny eve feb menu provided walk shop discover food preparation area bad dirty ask waiter signature dish answer ikut suka la u nk makan aper macam ordered lamp chop meatball spegethi carbonara yes food potion big taste bad lamp chop thin dry difficult cut chew meatball spegethi tasteless maybe lucky day come first last
Williams Corner,quality service food gone drastically ordered cabonara beef bacon meatball received cabonara turkey salami meatball complained told beef bacon strip stock also ordered quality service food gone drastically ordered cabonara beef bacon meatball received cabonara turkey salami meatball complained told beef bacon strip stock also ordered chicken kiev chicken keep mashed potato mashed potato tasted soury requested change french fry fry arrived cheese gravy chicken appears anymore concern satisfaction customes like control measure worker like without leader without direction
Williams Corner,food nice year ago find kind food come big serving
Williams Corner,portion huge local favourite mamak also serve western food today portion huge local favourite mamak also serve western food today found thy also cake menu shop basically u look ppl eating next table point want everyone order nasi mandy lamb favourite rm unlimited rice portion good ppl famous food roti hawaii sausage minced meat pineapple mee rajafamous drink ribena longanas everyone mention cheap mamak think worth la huge portion yummy come everything malaysia also price hike wut huhuoh toilet pretty clean mamak
Williams Corner,u must try nasi goreng ketam triple h seafood carbonara give u big portion price average rm per menu drink rm think ceaper triple h rm becareful order makesure u come enough money
Williams Corner,tasty menu repeat surely
Williams Corner,big portion food good taste one meal shared two people nasi arab unlimited refill nasi lauk
Williams Corner,special taste must know orderly small mistake price coz dish
Williams Corner,big portion food get share friend family look like pasar waiter shouting kitchen look like fighting others food good affordable price
Williams Corner,used good place last time recommended anymore menu totally overpriced outdoor dirty aircond place portion used huge good ordered carbonara meatball sauce taste like watery used good place last time recommended anymore menu totally overpriced outdoor dirty aircond place portion used huge good ordered carbonara meatball sauce taste like watery canned mushroom soup rm garlic cheese naan plain price definitely go decent cafe better service better food better environment
Williams Corner,food tasted average big portion devastating part service asked menu waiter arrogantly told google menu instead giving copy rainy day waiter wear shoe flip flop
Williams Corner,food platter super duper sedapppp big portion
Williams Corner,owner super friendly gave lot suggestion recommendation eat price quite high worth every cent owner kept saying satisfied swap dish stayed true owner super friendly gave lot suggestion recommendation eat price quite high worth every cent owner kept saying satisfied swap dish stayed true word swapped mee carbonara seafood choice spicy unable eat mee would definitely recommend restaurant family friend easy miss restaurant signboard look like normal restaurant look deceiving
Williams Corner,good food kinda overpriced roadside mamak style restaurant
Williams Corner,menu check food price best seller worst spaghetti ever food overpriced restaurant table placed road side would recommend anyone
Williams Corner,big portion food average taste
Williams Corner,food heaven new corner try soda garlic naan cheese menu delicious
Williams Corner,food great actually go many peep wayyyyy better murni sure
Williams Corner,bigggggg portion food drink decent taste rm per person
Williams Corner,fish chip fresh soft shell crab fried rice good dessert good spaghetti fried chicken taste weird
Williams Corner,running year think still ask u check online menu people posting food okay portion huge
Williams Corner,williams least year food still great portion really big around corner miss chance drop
Williams Corner,bad managed take photo eat em plate lamb pesto rm portion biggg taste soo good staff friendly star fast service rm plate almost bad managed take photo eat em plate lamb pesto rm portion biggg taste soo good staff friendly star fast service rm plate almost double portion worth menu go instagram william_corner_pj
Williams Corner,williaam n s murni relative menu quite love william coz big space n open s murni jem oo food awesome
Williams Corner,place menu refer need tell staff would like eat check whether available food menu option quite similar murni ordered mee raja place menu refer need tell staff would like eat check whether available food menu option quite similar murni ordered mee raja chicken chop olio seafood mee raja slightly different murni seafood portion olio would say quite generous amount tasted fresh drink ordered mango laici soda herb drink refreshing like something could chewy mango laici served best portion quite huge may want consider share another person one drink price consider bit expensive murni total cost u rm overall experience bad
Williams Corner,st time interesting part menu let know feel like eating food surprising nice come back
Williams Corner,open outside seating food quite bland mostly taste oil fat portion big though good place fill stomach much satisfied food open outside seating food quite bland mostly taste oil fat portion big though good place fill stomach much satisfied food pricey suppose fitting portion much taste menu avaliable dependant online picture food served recommended server
Williams Corner,teh ai customise sugar levelseafood aglio olio oily taste slightly average seafood fresh well teh ai customise sugar levelseafood aglio olio oily taste slightly average seafood fresh well overprice charge rm person portion pasta tea drink mamak overall overrated worth second visit
Williams Corner,let dingy exterior fool place wide selection good halal western food reasonable price make sure go alone unless really big eater cause portion huge drink also fresh tasty let dingy exterior fool place wide selection good halal western food reasonable price make sure go alone unless really big eater cause portion huge drink also fresh tasty despite partly roadside buisness quite clean staff friendly quick knowledgeable menu overall complaint definitely come
Williams Corner,chicken fully cooked inside still frozen take decade change food pay bill cashier rude
Williams Corner,mixed grill delicious share person
Williams Corner,love big portion share plateful meal good place hang friend family enjoying good food served outside open air sitting put good mood eat relax food served love big portion share plateful meal good place hang friend family enjoying good food served outside open air sitting put good mood eat relax food served varies local favourite western asian fusion food fusion drink complement delicious food tasty food lot variety comforting environment else looking love eating evening normally work return home service quick helpful waiter friendly owner help pick menu clueless eat short must visit dine around bon appetite
Williams Corner,excellent good delicious taste clean cuisine many customer come eat
Williams Corner,large portion food drink people service fast food delicious large portion food drink people service fast food delicious menu shop decoration signboard whatsoever price average per food drink
Williams Corner,restaurant signboard menu price secret want pay lol sure special place maybe serve big portion big glass soda herb rm carbonara rm murni discovery s much better
Williams Corner,variety food drink come group family since portion quite big
Williams Corner,mozzarella cheese naan naan fluffy generous amount cheese served condensed milk dhal potato curry actually choice make desert main course portion mozzarella cheese naan naan fluffy generous amount cheese served condensed milk dhal potato curry actually choice make desert main course portion one person belching full also baked potato cheese potato blanched dribbled seasoning butter topped cheese popped oven could taste grill cheese overall dish bad saw interesting dish menu wagyu beef maggi mee example large heap fried rice seafood assortment meat vegetarian tell anything vegetarian looking good cheese naan pj area good option cheer
Williams Corner,food okay rat cockroach area mind good place chill friend especially excessive sport event
Williams Corner,order chocolate milkshake
Williams Corner,nice food
Williams Corner,maggi goreng pandan chicken rm taste food murni cost rm overrated overpriced
Williams Corner,even picture taking spaghetti meatball im highly recommended u eat nsi goreng ketam best
Williams Corner,superb tasty food worth price
Williams Corner,worst restaurant ever shouldnt even called restaurant hideous dirty restaurant corridor shoplot called waiter order food didnt entertain u gave u look one even gave worst restaurant ever shouldnt even called restaurant hideous dirty restaurant corridor shoplot called waiter order food didnt entertain u gave u look one even gave u disgusting look without reason waited literally one hour lying still havent ordered yet
Williams Corner,big portion food amazing taste
Williams Corner,used average sized cheese naan rm filling definitely cheese returning time
Williams Corner,butter prawn doest taste good use prawn mantao charged rm prawn fresh
Williams Corner,huge portion great price always mozzarella cheese naan
Williams Corner,large portion good two specific menu refer photo google image
Williams Corner,deceive outlook restaurant served really good food especially cheese naan food come big portion could share people
Williams Corner,food overall great served fast though gon na lie
Williams Corner,food portion huge must come lot friend share food
Williams Corner,awesome food great value money huge portion made sharing
Williams Corner,view great admit course food really amazing ordered paprika bbq beef whole stick rib fried rice caramel mocha ice blended course pricey worth next time try chicken chop fried rice crab noodle
Williams Corner,food serve getting worst order mix grilled meat hot actually feel yesterday came fridge food serve getting worst order mix grilled meat hot actually feel yesterday came fridge lot choice juice mostly sweet
Williams Corner,favourite place bff
Williams Corner,great food big portion bring ur family friend food shared
Williams Corner,overrated brand name food place klang valley returned nearly year overpriced unhygienic environment low quality food given rm chicken chop chicken even deboned mash potato overrated brand name food place klang valley returned nearly year overpriced unhygienic environment low quality food given rm chicken chop chicken even deboned mash potato coleslaw worst entire life diluted runny like diarrheic stool bos collect payment cash bank transfer give receipt god know much income tax payable lhdn irb dodging never patronise place ever
Williams Corner,worst cistomer service ever repeat order time different waiter suggest food unnecessarily lying first asked got nan plain said cheese nan later different customer asked say got heck shop need closed
Williams Corner,food good price average portion quite big quite regular
Williams Corner,staff suck manner rude typical mat rempit style seems like increment year staff suck manner rude typical mat rempit style seems like increment year food good one staff friendly
Williams Corner,food ia definitely overpriced taste sorry lar actually taste item like chicken lamb even potato wedge clearly undercooked worth price
Williams Corner,food super good tried thier mix grill nasi goreng ketam mix grill portion lot even people nasi goreng special super good generous amount crab prawn place give u big portion food worth price
Williams Corner,great food great taste extra great portion menu tell feel like whip something
Williams Corner,big portion oh yeah carbonara seafood light finish single portion literally creamy butter prawn double thumb woth signature mantou bread mixed grill enough big portion oh yeah carbonara seafood light finish single portion literally creamy butter prawn double thumb woth signature mantou bread mixed grill enough person maybe rest family dont eat much herb drink suitable gravy grill meat lamb heavy meal waiter made much noise joking waiter loud voice shout lot feel bit disturbed trying gather family catching session distracted overall food really good surely come
Williams Corner,mixed grilled worth n really loved
Williams Corner,damn bad experience shop bad attitude racist happened shop rate star google allow strongly disagreed people rate dumb shop star well might friend relative
Williams Corner,still previous year menu check instagram
Williams Corner,one best eatery western food try soda herb drink
Williams Corner,value money taste good large portion satisfied
Williams Corner,great choice portion great price pay interesting innovation western local cuisine
Williams Corner,awesome mamak food western flair really enjoyed cheese naan triple h burger
Williams Corner,interesting makan place friend big portion shared unless really big eater ask portion size meal u wanted order
Williams Corner,food downright pricey drink okay little sweet tried worst spaghetti ever entire life prolly first last visit
Williams Corner,local gem serving msian western food overall good food try cheese naan downside menu pricey certain food
Williams Corner,year first time since ware hit covid waiter downright racist ignoring call table service literally wait next table think want gracefully pas year first time since ware hit covid waiter downright racist ignoring call table service literally wait next table think want gracefully pas table nonetheless food compared previous experience maybe due bad service server
Williams Corner,love food advise bring friend portion food lady take share meat platter carbonara one favorite food halal outdoors dress comfortably
Williams Corner,portion big request pax still share people naan cheese xleleh taste texture good dipping sauce came flavor coffee butter condensed milk milooo great price affordable consider taste portion
Williams Corner,food portion huge ask order price super expensive meal cost rm
Williams Corner,smoker everywhere would like suggest william separate smoker area n non smoker area however smoking prohibited food area smoke away still applies day food always good quite pricy
Williams Corner,still nice place eat food taste good menu provided large portion price charged
Williams Corner,pricey raised price time last year good cheese naan great soda herb drink unfriendly staff expect much mamak outdoor seating
Williams Corner,best western food tad pricey place menu bos recite bit stressful least allow browse either pick recited best western food tad pricey place menu bos recite bit stressful least allow browse either pick recited look around others eating drink however delicious large enough share highly recommend mango blended special
Williams Corner,price quite expensive portion big one plate share two person taste okay mindblowing
Williams Corner,good food great service menu would much better
Williams Corner,food okayish knowing s murni near location serve similar menu better go s murni instead
Williams Corner,never go wrong need ask know good stuff getting guaranteed way general norm ingredient getting food
Williams Corner,one safe bet dish start chicken chop verdict always bigger usual size served chicken somewhat crunchy taste bit like eating chicken backside side coleslaw best one safe bet dish start chicken chop verdict always bigger usual size served chicken somewhat crunchy taste bit like eating chicken backside side coleslaw best watery go mash bland watery gravy garlic cheese naan verdict bit much dough minimal amount cheese taste garlic teh tarik verdict still alright sweet sad highlight garlic cheese naan gravy chicken curry best among eaten tonight observation much lesser crowd seen pm saturday night usual expected crowd last time around almost year ago really good worth rm paid seriously disappointing coming back anytime soon
Williams Corner,rib much tasty reasonable price also
Williams Corner,priced food waiter tried charge u rm plate fried rice upon checking realised actually rm recommended
Williams Corner,owner served u specify portion huge ordered food good service improved
Williams Corner,place much cleaner government ask clean price high food pretty alright recommended late lazy go elsewhere
Williams Corner,amazing place great food big portion great sharing
Williams Corner,chill mamak ish open air style fooled food mamak large portion shared friend family price go well quality portion serve prepare pamphlet chill mamak ish open air style fooled food mamak large portion shared friend family price go well quality portion serve prepare pamphlet menu first timer go inside kitchen area take look menu blackboard closed come early
Williams Corner,still great food corner
Williams Corner,big portion price
Williams Corner,good food big portion always old man williams hand talking customer place kalau tak sedap boleh hantar balik literally mean delicious return
Williams Corner,good food delicious every meal served big portion translated big buck overall star lot table outdoor place signboard
Williams Corner,wonderful grateful taste scenario open air air conditioning price average level depending menu excellent working service good worker fast service ordered something
Williams Corner,alot type food price usual expensive normal fried rice plus small drink buck food good big portion
Williams Corner,expect anything extraordinary food taste okay service great asked menu would ask google menu would directed picuki website instead displaying proper expect anything extraordinary food taste okay service great asked menu would ask google menu would directed picuki website instead displaying proper menu website like social medium platform owner posted picture dish owner improve part aim offer better service
After Black,disappointed cafe stupid c reservation minimum spend per pax changed venue gathering without hesitation
