Author,Review,Rating,Restaurant,Location
Alaa Tech,Place is cosy and good service.. food is nice and good price.. but nothing amazing about taste,"Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
I D,"I am a really big fan of After Black. It is definitely my go-to place for honest and delicious food, as well as coffee. Their staff are highly attentive and so friendly. The place has a nice atmosphere for socializing and working. (Wifi …MoreI am a really big fan of After Black. It is definitely my go-to place for honest and delicious food, as well as coffee. Their staff are highly attentive and so friendly. The place has a nice atmosphere for socializing and working. (Wifi could be better but I think a lot of people were using it.) I have had a pleasant experience every time. Their coffee is lovely and I can be quite fussy when it comes down to that. Unlimited free water is a big plus, they make a conscious effort to reduce their plastic use which we respect so much! Last time I visited I had the mushroom open sandwich and WOW. I really enjoyed this a lot. Gorgeous flavors and the portion size is really acceptable. Their aglio olio is also super yummy. My bf goes for the fish and chips and loves it, although the portion for fries is a little small. You can tell the food is fresh, it comes out hot and has a lot of care put into it. Overall love this place so much and recommend it. There are some other cafe's along this street which do not compare whatsoever. We will be back!","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
ron ron,Clean and spacious cafe with a delicious range of cakes. Great ambience and big enough to accomodate medium sized groups. Coffee here is also really good. Waiters and waitresses are very helpful and friendly. Will definitely come back.,"Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Tam Xueh Wei,"Decent place, with reasonably priced pasta.","Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Cindertoella Jewelry,"delicious food at affordable price!! must try their smoke duck aglio olio, best in town so far!!","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Terence Foo,"Food was good (albeit small portion). Service was good too. For the price, there's nothing to complain about.","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Boy Laksamana,"Jacyln just made our day. We celebrated our loved ones birthday here and the food and services was so awesome. Gosh the big boss was delicious and healthy, the salmon was so BIG FAT AND CRISPY SKIN, black rice was amazing and the cake and pavlova is to die for. Thank u After Black will come again.  Definitely!!!","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Kenneth Tjun,I would have given 2.5 stars for the coffee if there is an option. The steamed milk flavour has been overwhelming the coffee taste/aroma which brewed by Columbia and Sumatra bean in medium-dark roast profile. Columbia and Sumatra beans should have a rich and bold flavour where I couldn't found in my cup of coffee today.,"Rated 2.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Chris CZK,"The place is a little dim. Not a good idea to do your work here however, having a meal is okay. The cakes are generally good as its from kooky cream.","Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Sara Chan,"Their brownies with haagen dazs ice cream could never go wrong! The best place to have my brownies and creamy tomato linguine, one of my favourite comfort food 😍 i always come here for brownies whenever i am craving for dessert, their taro …MoreTheir brownies with haagen dazs ice cream could never go wrong! The best place to have my brownies and creamy tomato linguine, one of my favourite comfort food 😍 i always come here for brownies whenever i am craving for dessert, their taro almond cake is nice too! Give it a try and you wouldn't regret of having it if you're a dessert lover☺️","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Ivan Teoh,"Always a pleasant experience here with the friendly staff, good and speedy service and chill environment/ambiance. Typical cafe pricing but you can definitely find affordable food here especially the basic pasta. :)","Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Ng Siau Vun,Ordered a salmon chunk carbonara linguine. The linguine was warm but the salmon chunk was a little cold. Not sure why???? And the staff were not friendly at all. The 50sen water tastes just like tap water. Quite disappointed.,"Rated 1.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Kit Teguh,"Very good coffee in a class ambience. Music is on point, and even though the name is After Black, there's plenty of natural light here during the day. Super interesting menu and reasonably priced. I can see myself being a regular here during weekdays to work and chill to the late hours.","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Joshua Cheong,"Very nice coffee. However, for some reason the place where I sat (large round table) had a foul smell akin to garbage or turned meat. It wasn't strong but not easily ignored. Other than that, no problems with service and aesthetic.","Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Jeremy Ong,"Good food, good service, nice place to chill and have a coffee","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Mohamad Khalis Zaim Zainal,"Quite noisy place with some crowd mostly college student. Not very suitable for bringing baby, toddler or young kids. This place is for the youngsters (with money) to hang out. This place is quite expensive for a student. But not for Sunway …MoreQuite noisy place with some crowd mostly college student. Not very suitable for bringing baby, toddler or young kids. This place is for the youngsters (with money) to hang out. This place is quite expensive for a student. But not for Sunway College student. The food taste great and the service was excellent. The only thing is not for family dinner outing.","Rated 3.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Lee Eugene,"Had 3 days straight of After Black meals last week, and was positively surprised each time! The salmon + carbonara was superb, with a perfect match of creaminess from the cheese, together with the salmon in every bite, really made my day.","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
A GH,Great foodGreat coffee …MoreGreat foodGreat coffeeGreat serviceAnd most importantlyGreat staff,"Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Jade Lim,Fresh taste and fast service. Satisfied customer. Great comfort food❤️limited parking here,"Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Amanda Goh,"The everyday go-to for decently priced great tasting food. Linguine carbonara and cakes were delicious and the cheese baked rice (although small portioned) was good too. Food takes awhile to come so if you’re a student and have upcoming classes, mmm probably should try some other place(?)","Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
shoeque yusof,Good food,"Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Lynette Z.,Set lunch was value for money and big portion. You can have a free cake in the month of your birthday. Very packed during lunch time.,"Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
D M,Sedap Dan murah. You get what you pay for. Nuff said.,"Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
吉田栗栖,Loving the teas and matcha brulee <3 friendly staffs as well. Aglio olio is good too!,"Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Michael lee,Lovely place with great service. The food was great too!,"Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Andy Azizi,One of the best expresso coffee in KL. Very detail and consistent.,"Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Adrian Teoh,"This place offers a variety of dishes that is affordable and delicious as well. It provides a very comfortable environment for relaxation with some good music. The staffs are super friendly, they attend to you and smile all the time. Overall great experience here. Will definitely come again.","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Jin Jin,Has a time limit for each dine in customer. Charges for each plain water too. 😅,"Rated 1.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Han Qi,Slightly pricey fruit tea but is delicious.,"Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Steven Tu,The food was good and the price is reasonable. The set are the most worth it...,"Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Jin,Love their roasted chicken leg! It’s so flavourful and yummy! Their cakes and coffee are nice too,"Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Alson Lee,"Food is good, ambience is great but could be a bit warm, so please don't wear sweater like I did. Staff extremely friendly and attentive, even squatted to take good photo for us as attached. Good portion of food and reasonable price too. 5 stars definitely.","Rated 5.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Farah Dyana,Chicken is good.. pasta not so.. price range is ok.. but portion is not tht much.. not recommended for those who eat a large portion..,"Rated 4.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Jordan Chua,"Service provided by the staffs could be improved. As a frequent customer, it is understandable that the water jug provided for customers should not be taken to the tables personally. I had politely asked one of the staffs that the jug to be …MoreService provided by the staffs could be improved. As a frequent customer, it is understandable that the water jug provided for customers should not be taken to the tables personally. I had politely asked one of the staffs that the jug to be taken to my table for a short moment as we had 5 persons, it is impossible for me to take 5 cups. However, he denied my request, despite my explanation to him. It was during off-peak hour and there were not as many tables as to affecting the use of water jug of other customers. All he stated was merely: ""Cannot"". Despite rules being rules, it should be flexed in certain degree as to cater customer's needs, provided it is reasonable. The staffs should be trained of such. They meet different customers everyday, hence the number of different requests that should be handled by them is a lot. If a staff is unable to do so freely and solely follow the hard rules, without taking into consideration of the circumstances, then the shop represented by such staff deserves a one star.","Rated 1.0 out of 5,",After Black,"23, Jalan PJS 11/9, Bandar Sunway, Petaling Jaya, Selangor"
Vielatra Okorogba,I caNt beLieve tHis hidden PLace HaVe A nice view and nice fooDs..,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Rohini Indra Kanagalingam,Lovely ambience. Burger was not so nice but the chicken w cream dish was good.,"Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Tan Joo Yee,"Nice environment, nice food, friendly staffs. Worth the visit ❤️","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Lew CHERN YEING,•weekend pasta buffet•challenge only order till 7 plates•taste and quality still maintain as good as starting,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Kana Pathy,Surprise birthday lunch for Home minister 😂  ,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
jek lit,"After seeing good reviews on the internet, decided to try out this restaurant. Service was ok, as it was Father's Day, knowing the restaurant would be a busy. Ordered a filet mignon sous vide, cost about 80-90 dollars, thinking it's not a …MoreAfter seeing good reviews on the internet, decided to try out this restaurant. Service was ok, as it was Father's Day, knowing the restaurant would be a busy. Ordered a filet mignon sous vide, cost about 80-90 dollars, thinking it's not a bad cut, however, it came out disappointing. i have had much betters ones for less the cost elsewhere. the steak feels  dry & not juicy,  but sides were good in comparison, the potato, vege etc. i left half of the steak portion untouched, as i couldn't find myself finishing eat. We also ordered another filet mignon steak(not sous vide), to be done medium rare, however the steak came out either came out well done or raw.  We have returned the steak thrice (and neither one came out even at medium, so medium rare seems actually impossible for them) and we finally changed the order. As the steak cut was  relatively thick, the cooking technique doesn't seem to correspond to the thickness hence the outcome of a medium cook steak was impossible for them. If i were Gordon Ramsay, i would go into the kitchen and get the steak done myself. Also, the highly raved mushroom soup was good, however too salty, hence a point to take note of.Response from the owner:Hi , from our record there was non of the sous vide steak remain unfinished from all our customersfrom that night, as v only served 4 tables sous vide steak on that night . If u …MoreMy response:The feedback is not about whether my steak has remains or not, as it's not relevant to the topic, but what i'm trying to make a point here is that this restaurant is not capable to produce a ""medium"" filet mignon (a relatively thick cut), a point to note off.","Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Surenrai Guna,I thought it will crowded but only few couples was having dinner.. other wise food is okay..,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Karin K,The place is quite priceyThe view is blocked by darknessBut the environment is cozy and niceThe cocktails are good,"Rated 3.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Maw Pin Tan,"Amazing location! Great Al-Fresco dining experience, delicious food and really friendly service. The pacing of the main course was the only hitch, but overall a fabulous experience. Will definitely be back, but just need to come when we are not needing to rush off anywhere.","Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Jaya Shimi,"Went there to celebrate birthday. We ordered a tiramisu cake from there and it was sour. When we told the lady staff, she was very rude. This two star is for the guy staff who took the initiative to exchange the tiramisu cake to a chocolate cake. Food was rather okay and not worth the price.","Rated 2.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Edward Yap,A restaurant that doesn't serve filtered water and only serve mineral water is too greedy. Plus the price have increased every year until it is ridiculously priced. There is alot of better choices at this price point unless you fancy the mosquitoes at the lake side,"Rated 2.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
puvaneshwari kandasamy,"Went here on 25.4.2021, husband booked mini lake house for my birthday dinner.... Food was ok.... The mini lake house looks romantically cute with deco 😍 but not advisable for big people 😂... I must mentioned about the waiter Mr. Benjamin …MoreWent here on 25.4.2021, husband booked mini lake house for my birthday dinner.... Food was ok.... The mini lake house looks romantically cute with deco 😍 but not advisable for big people 😂... I must mentioned about the waiter Mr. Benjamin whom gave excellent service and his skill on taking picture.... TQ Benjamin 🙏🏽... Suitable for dinner with loved ones... Pricing, standard for fine dinning... 👍🏽","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Sandy Gates,Good Ambiance. Good Food. Beer choices not much at times. Hard Liquer served by bottles only. Service can be slow as the staff keep changing. The Lake side seating area is good. New Orleans has a pool table.,"Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Henry Michael,We took the all you can eat pasta. Our top 5 fav in no particular order. 1. Creamy pesto fish 2.penne baked turkey ham 3.chili smoked duck 4.chicken gravy lasagna 5.chicken carbonara. Our top 5 worst in no particular order. 1.macaroni soup …MoreWe took the all you can eat pasta. Our top 5 fav in no particular order. 1. Creamy pesto fish 2.penne baked turkey ham 3.chili smoked duck 4.chicken gravy lasagna 5.chicken carbonara. Our top 5 worst in no particular order. 1.macaroni soup 2.curry calamari 3.vongolle clam 4.tom yam mussel 5.pasta chicken meetball. The mushroom soup is surprisingly flavourful. The waiter was very pleasant.,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Thilaa Wathi,"The food was really good..and nice table deco. Friendly staffs , and good service by alam especially. Thanks for the extra table given last minit for additional pax..sure will recommend to my friends & family.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Sing Chie TIE,It's a great place to hangout by the lake and have a good meal. The food is great and the price is reasonable. The canopy seating by the lake is wonderful.,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
kaandhan ramamuthie,"Tasty and delicious food. Excellent and friendly service by the staff, especially mr. Mamun. Recommend to dine in/ have special occasion at secret of louisiana.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Wo Woot,The place for Birthday celebration is not so good. Food is ok. The price is very high...decoration just normal like so so...surrounding is like tak teratur... …MoreThe place for Birthday celebration is not so good. Food is ok. The price is very high...decoration just normal like so so...surrounding is like tak teratur...The most important here.. Im very disappointed with the customer service. Like very sensitive and rude on whtsapp. They should learn how to handle the customer on whtsapp@insta. Shoud have a good script on it..And maybe put a smile emoticon on each conversations or apologize for any mistake..Even the mistake came from customer. Customer always right...should change the attitude. Tq.,"Rated 2.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Nurul Ain mohd,"Planned a surprise birthday celebration here in the mini lake house. We need to pay extra rm100+ to book the mini lake house, it comes with the decoration as well. The food was good. Per pax can cost about rm50 for a decent meal. Hidden gem in kelana jaya!","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
The Local BatMaN,Place is ok.. just that the chicken meat that i had was not fresh.,"Rated 3.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Rachel,"The food is really just mediocre at best. The service is also relatively slow & the staff were heard cussing after a customer requested for a fork. Apart from the dissapointing service, there was also very lax adherence to cmco guidelines. …MoreThe food is really just mediocre at best. The service is also relatively slow & the staff were heard cussing after a customer requested for a fork. Apart from the dissapointing service, there was also very lax adherence to cmco guidelines. Nobody was stationed at the front to take temperatures & customers walked in and out as they pleasedOn most weekends, the place would be flooded with couples so do make a reservation beforehand.Overall, it was a poor experience despite the raved reviews. Dont think we will be heading back anytime soon","Rated 3.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Kenny Fong,"Pricey but worth it as the food is good. Pasta is aromatic, the pizza is cheesetastic yet crunchy and the service is good in the evenings. It's by the lakeside and if you're lucky to be visiting on a cool evening, it can be romantic.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Sarveen,"This is first time im having my candle light dinner with my fiance .. The service was damn good and the food was "" speechless  "" . I met Mamun who organised this candle light dinner he was very very helpful and he gave me excellent service.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Abu Faris,"For RM27 and RM30 on wkdays and wknds respectively, eat all you can pasta offerings provide value for money meals & drinks. Wonder why they need to raise an additional RM3 to punish wknd patrons🙄 …MoreFor RM27 and RM30 on wkdays and wknds respectively, eat all you can pasta offerings provide value for money meals & drinks. Wonder why they need to raise an additional RM3 to punish wknd patrons🙄Tucked away at almost the very end of the promenade, this joint provides a total of 18 different pastas to choose from although just 5 plates","Rated 3.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Aidil Khatib,"made an appointment for last Saturday, but currently my area effect with flood, their customer service very bad, can't consider due to weather conditions, i just request to postpone the date, the PIC who handle Whatsapp also very bad, …Moremade an appointment for last Saturday, but currently my area effect with flood, their customer service very bad, can't consider due to weather conditions, i just request to postpone the date, the PIC who handle Whatsapp also very bad, booking already paid, but they just take my booking deposit like that...will not recommended to others to come here...they don't have any common sense...i'm not asking for deposit refund, just only to change another date, but this place management very troublesome & dont have any common sense issues","Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Azie Husain,The staff was friendly.Food nice..fresh environment.love it..overall everything was good..,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Rejini Shan,Service quite poor. Food average,"Rated 2.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
ssruizhang,"Don't even bother trying. Was sceptical after reading all the bad reviews but I decided to give them a try anyway. Called them to make a reservation, staff was extremely rude and even hung up on me. Here's a lost customer and sales to you. Cancelling my reservation immediately, don't need you ruining my evening.","Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Pa. Nanthinny Paramasivam,Everything was so perfect for Valentines day,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
KOAK YUE PANG,"Food quality is so bad. Served me cold mixed grill platter and asked the waiter to change but what they did is reheated the exactly same plate of food and give it back to me. Food taste also below standard. …MoreFood quality is so bad. Served me cold mixed grill platter and asked the waiter to change but what they did is reheated the exactly same plate of food and give it back to me. Food taste also below standard.Burnt lamb chop, smelly fish, overcooked chicken breast, weird taste prawns.Never gonna come back.","Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Jon Joshua,"I took my wife to this place as she has always wanted to try the food in this place. I reserved a place via WhatsApp and since it was her first time, I got her a seat by the lake (you have to pay additional rm35 to book the seat by the …MoreI took my wife to this place as she has always wanted to try the food in this place. I reserved a place via WhatsApp and since it was her first time, I got her a seat by the lake (you have to pay additional rm35 to book the seat by the lake.)Getting to the place is fine, parking you will need to pay rm2 per hour. The food is mostly western which we are fans of but on this occasion, every dish that we ordered was extremely salty.. the grill mix platter that had sides of lamb, chicken, shrimp and fish is not worth the price.. the lamb is good but the rest is just a waste.I would give this place 5 stars if the food quality improves but I doubt we will be back anytime soon","Rated 2.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Aidel Ibrahim,Went here yesterday to celebrate my wife’s birthday. Booked the mini lakehouse deco. The service from the staff there was reallyy goodd. They also took nice photos of us. The food was exceptional!!! They know how to make good food here. Really really satisfied 👍🏻👍🏻👍🏻,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Harsh Mesh,"I booked a table for my parents yesterday, and they were really disappointed with their service and food. One of the Chinese lady treated my parents so badly when they said they were not informed about the booking number. My parents called …MoreI booked a table for my parents yesterday, and they were really disappointed with their service and food. One of the Chinese lady treated my parents so badly when they said they were not informed about the booking number. My parents called me to ask me for the booking number and even before the call was connected the Chinese lady spoke in a very bad manner to my parents and humiliated them. I was very disappointed with this. Moving on my parents were not really enjoying the food there as the salmon was over cooked, the spaghetti had an unpleasant smell as if it were about to spoil, the food wasn't hot, the herb rice was like chicken rice. I would have compromised with all these fault if they had showed some good attitude. They were so rude and arragont. Am very disappointed. I literally spent so much to make their valentine's day special and ended up like this.","Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Sum Yii Fan,"Very poor service, Firstly, when we arrived no staff attend to us. We have to look for the staff there, when I check with the restaurant yesterday, they informed no reservation is required if didn’t intend to take any balloon decorations, …MoreVery poor service, Firstly, when we arrived no staff attend to us. We have to look for the staff there, when I check with the restaurant yesterday, they informed no reservation is required if didn’t intend to take any balloon decorations, but today they asked.- Secondly, we ordered the food and my food came after 30mins later which everyone had finished their meal. They should manage the speed of serving the meal. When I asked more, they said “wait,wait,wait” which I felt is very rude.- Thirdly, steak is over cooked when we ordered medium. Was served well done instead. For the price of it, it shouldn’t be like that.- Fourthly, I personally went to the counter to order a cake for my mum and asked to serve after everyone finish their meal. I informed but after 10mins still nothing, when I checked with them, the staff  we’re confuse and mixed up and thought they already served the cake as my dad ordered another cake through the menu. It is very disappointing as this is my first time here and I planned to surprise my mum, but they messed up. This will be my first and last visit here. No next time.","Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
LEW CC,"Famous for it's buffet style spaghetti. Every meal come with drink, bread, and mushroom soup. There are a lot of spaghetti choices for you and for sure there is one that suits your taste. Staffs are friendly and service is good. Food preparation time is reasonable.","Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Philippe Le Saux,Food was pretty good overall. Setting was cozy tho by the lake.,"Rated 4.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Craft Chrysolite,Good quality of food being served here with reasonable price. Taste is just nice not too sweet or salty. Very good food! Recommended! …MoreGood quality of food being served here with reasonable price. Taste is just nice not too sweet or salty. Very good food! Recommended!We ordered a table deco.. felt the charge for table deco is abit high as those merchandise used will be reused for other customers.,"Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
别别Lew,sit lake side table need extra charge Rm30😂😂（all pic from my table take） …Moresit lake side table need extra charge Rm30😂😂（all pic from my table take）we got 5ppl，but the waiter just open 3plate for us，when my frenz reach still need ourself to request more set plate n spoon，but the staff say normal size plate no more just gv small plate for my frenz😠（but why not when we sit down dun straight away open 5 plate for us？）and then we request from another staff finally we get back the same size normal plate…*Important is service very not good*…but food so far so ok,"Rated 1.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Ian Peterson Lo,"Personally not a fan of the food quality to price ratio. Ordered a RM25 salad to get lettuce with thousand island, a bit of carrots & tomatoes. The clam vongole was really bland. It supposed to include white wine but I can’t even taste the …MorePersonally not a fan of the food quality to price ratio. Ordered a RM25 salad to get lettuce with thousand island, a bit of carrots & tomatoes. The clam vongole was really bland. It supposed to include white wine but I can’t even taste the salt…Plus sides, the New England clam chowder was really good! Staff & view is really nice too.But definitely not a place I’d come back to again. Way too overpriced for the quality.","Rated 2.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Edward Yong,"One of the most satisfying western restaurant that I every had in terms of food quality and taste, price and the waiter's table service. Highly recommended","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
BERNARD CHEAH (BlurChu),"If you love pasta and buffet, here's the place to be during lunchtime daily. Variety of pasta selection available here. …MoreIf you love pasta and buffet, here's the place to be during lunchtime daily. Variety of pasta selection available here.And there's lunch set as well.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Daniel “HeavyD” Yap,"Excellent service and super delicious Cajun meal, especially the Wagyu beef - perfectly grilled and juicy. Highly recommended for any function. My business guests are very please with the meal and service.","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
Liew K. H.,"Great place to have romantic dinner! Although no aircond, it's still very windy. Rmb must book the table by the lakeside","Rated 5.0 out of 5,",Secret Of Louisiana at the lake,"D - 01, 1, Jalan SS 7/13a, SS7, Petaling Jaya, Selangor"
